,text,label
2917,i hate a hacked at 20k ass hoe,__label__offensive
3670,why does msnbc have a news show that is 100 opinion amp right wing talking points joe the nation is with pbo not u teabaggers  ,__label__non_offensive
2902,    happy birthday bitch   httptcodmeqqfl8x1,__label__offensive
1876,  loves austin httptcohttbu4omzy webber such a boon for    ,__label__non_offensive
4634,amennn   if your girlfriend does not like that bitch you do not talk to that bitch,__label__offensive
3997,      fucking niggas bitches man i am use to it ,__label__offensive
178,      dawg   pet peeve is finding out a cute guy has hoes i automatically lose interest i do not compete ,__label__offensive
1603,damn bitch gotta bootay,__label__offensive
4534,does backflip thissssssss     you niggas switch up your opinions like faggots,__label__offensive
629,these niggas pure pussy i see it in they faces,__label__offensive
2187,      that hoe over there,__label__offensive
2205,wish i had a brownie or a dab to knock me out rn,__label__non_offensive
1384,not just exist but contribute and contribute to things they themselves enjoy that often it is a queer person behind those products,__label__offensive
4600,i have to tell you a secretyour a stupid hoe,__label__offensive
4547,hating on me then bitch what is good,__label__offensive
2731, waaaaittt niggah holllllup   these niggahs come to town start wifen my old sluts   ,__label__offensive
4194,i cannot with this disrespect ass bitches,__label__offensive
3996,was finna slit my eyebrows up in the shop but nahhhhhh,__label__non_offensive
1502,  i heard thigh gaps is a way of telling if a bitch pussy is loose  what httptcoosjvjzjxcg,__label__offensive
3582,    i went to gnc today and the cashier had bitch we do not sell chocolate cake here written all over her face when she looke ,__label__offensive
2837,every one of then would just be adding me to their collections of hoes,__label__offensive
3765,id rather be your niggah,__label__offensive
3436,  do not make me draw you like one of my franch bitches heffa,__label__offensive
1529,drunk inlove with my gun bae bitch beyonc   ,__label__offensive
1942,im trying to take the word bitch outta my vocabulary  hardest shit ever,__label__offensive
2950,  nooo i amlmfao and do not bitch me ya bitch,__label__offensive
1637,german gay guy left in critical condition after being fag bashed in belgrade httptco6hofblxaul,__label__offensive
4177,my nephew albino albinos have astigmatisms eye spasms partial blindness its not their faults,__label__non_offensive
2793,  if beyonce amp kim kardashian have no problem sucking their mans dick then you average looking broke bitches should not neither   ,__label__offensive
3485,hoes be bringing they friends around they nigga and they nigga end up fucking with the bitch friend and the bitch do not even kno,__label__offensive
1764,          fucking pussy that is why  exactly let me  the nigga   were talking about  ,__label__offensive
4296,is you ready bitch  cause my hair laid yours   httptcon0gu5j7dqx,__label__offensive
3039,like bad kids bitch we reckless,__label__offensive
4490,ot nicca word to the nigga who played jesus,__label__offensive
458,  on some real shit if i catch this bitch it is game on ,__label__offensive
3237,fuck all you all hoes   gang shit  ,__label__offensive
517, broke tf outta this niggah at 24   he stopped playen defense and all,__label__offensive
433,got your bitch with me right now,__label__offensive
81,  rico be bored then a bitch  boy you watch me more than these hoes do,__label__offensive
3395,if you are being a little scared bitch about the possibility of a louisville purgejust go to ferguson,__label__offensive
1719,          you do realize ya pussy stank right,__label__offensive
179,when lifes got ya down you just gotta get back up and pimp slap that hoe,__label__offensive
4373,      bitch nigga  ,__label__offensive
298,      that boss ass bitch song got basics thinking they are models lmao    ,__label__offensive
4397,      got all the bitches httptcoa3gf4iaps9,__label__offensive
3881,  lick my pussy and ma crack,__label__offensive
1328,      chief keef is trash  glad someone said it,__label__offensive
3129,  true but then again i am my opinion a hoe is someone who goes and sleeps with everybody,__label__offensive
572,im our here filling these hoes jaw side,__label__offensive
4,      you know bitches be mad when they be like i am my own  ,__label__offensive
827,      my bitch,__label__offensive
3584,omfg this tattoo hurts like a bitch  ,__label__offensive
196,first thing she wit ya next minute she against ya like that hoe from the clippers,__label__offensive
2272,      sitting pretty makes bitches mad   much,__label__offensive
522,that old lassie in greggs is a total bitch man,__label__offensive
1383,    and red sox are scoreless as we play in the 2nd inning the bambino is watching,__label__non_offensive
3831,cannot get no money from me you silly hoe,__label__offensive
2200,      ima fuck me a white bitch slap her and choke her this is what is being said now livestream interview w  ,__label__offensive
356,    yall say why you dating lil girls like mature hoes just on a rampage outside,__label__offensive
2925,  you getting new pussy and not sharing,__label__offensive
3544,my mom wants to buy a zebra like for reals,__label__non_offensive
4093,    no slushes   nasty anyway fam ,__label__offensive
4408,it aint nothing to cut that bitch off k camp,__label__offensive
1404,    im just a average nigguh who chasin his money amp dreams while tryin stay out of trouble,__label__offensive
2816,    if i wanted my ex back believe me i would fucking go get they ass   but i aint bout to dig through the trash  ,__label__offensive
1488,if i respect you i demand your respect back if you think you can be a bitch i can be an even bigger one bring it,__label__offensive
3561,    and on the 7th day god said these hoes are for everybody,__label__offensive
2270,      amateur boy fucking bitch hiddencam httptcobt8c6qqctd,__label__offensive
2455,you are a garden rose and that bitch is a weed,__label__offensive
405,    how to get bitches httptcoyuoqmghvbf,__label__offensive
4304,    why all these hoes trynna be gay now lmao,__label__offensive
434,  got it thanks hun ima text u,__label__non_offensive
2204,    how quick your bitch will text another nigga whens shes mad at you httptcoursi7ajump,__label__offensive
34,    bitch you a hoe check yo dms   can i get a new follower   httptcomv4mkhea1g ,__label__offensive
3302,i thincc i am a pretty average bitch ya know  ,__label__offensive
1022,  was made by a gay couple so yes under a gop world the bird would not have existed since its creators would be in jail for sodomy,__label__non_offensive
3466,these hoes need jesus you all,__label__offensive
3100,    hey i guess yall forgot im in this bitch too lol,__label__offensive
1844,  k bitch niggas,__label__offensive
3870,  nigga i was there at 542 i went to go get my homeboy and i texted u at 550 naw u a bitch,__label__offensive
3,stop twatching me bitch,__label__offensive
1142,    omg october is gonna be the best month ever basic bitch,__label__offensive
1276,that was deep like yo mommas pussy deep,__label__offensive
600,  shit so joel went off and swore at the kid and the kid was a fucking snitch nigga pussy and ratted on him amp got him ,__label__offensive
3995,    bitches is stupid  they get cheated on by they man and wanna go fight the girl  no bitch leave that nigga and move on  ,__label__offensive
1277,    you retarded if you say birdmsn do not go hard,__label__offensive
3058,          and       group condemns vp joe biden  offensive reference to shylocks httptco ,__label__non_offensive
2930,  all you all some fucking coons  httptcowu7r3obxhr,__label__offensive
337,thinking bout gettin 500 put on my ears cuz i am getting money bitch,__label__offensive
4022,i hate texting boring bitches,__label__offensive
2428,i didnt buy any alcohol this weekend and only bought 20 fags proud that i still have 40 quid tbh,__label__non_offensive
3832,    when i die on flappy bird httptcohknutfdvjz,__label__non_offensive
1217,    do not look now but the browns are in sole possession of 1st place in the afc north the cleveland browns httptcoc3 ,__label__non_offensive
1809,      hairy pussy httptco9doibskt17,__label__offensive
2822,    some bitches only cute when they mouth closed that smile is what fuck yall up bye teeth  ,__label__offensive
1492,you know you a bitch ass so i do not need to say it,__label__offensive
1186,    camels ostriches and zebras see you at the races  ,__label__non_offensive
795,  i will see you guys later i gotta go bake my blood crackers  ,__label__non_offensive
240,maybe reluctantly but they have done it what does this mean for a discrimination law in the state culturally for queer people in the state,__label__offensive
4210,  hung with all dudes and was not fuckin no bitches so  ,__label__offensive
3000,all these bitches amp niggas be trippin offa what type of relationship me amp duddy got like we not fuccing no more amp we not dating,__label__offensive
531,where this brolic bitch at  lol httptcoc0ooydnq4m,__label__offensive
565,niggas is hoes   and in real life too,__label__offensive
410,  deserved victory   awaits your   army   was no disgrace   ill be back next time  ,__label__non_offensive
4561,    in dc fri 13 bengali harlem readingconvo   14th st       http ,__label__non_offensive
3745, on twitter say she ridin for a niggah    that is why i really fuck with her  she down to pull the trigger   ,__label__offensive
1170,bc she likes black men and rap music huh lol       in general she wants to be colored,__label__non_offensive
1049,damn internal alarm clock woke up at 635am feeling chunky from my 3am cheerios splurge guilt led me to the treadmill    ,__label__non_offensive
2498,lmaoooo nah i am down here turning up     yah not gonna believe this but   being a bitch in bg being a bitch  ,__label__offensive
1960,pussy put his ass to sleep,__label__offensive
2197,    run up on a nigga get to squeezing hoe hahaa,__label__offensive
1422,    cleary dark skinned niggas fuck better than light skinned niggasthe proofs in the bitch face  httptcomvgt4l8 ,__label__offensive
3059,niggahs actin like they pimps but they pay the bitch  ,__label__offensive
758,just unfollowed another crazy bitch whos next lol,__label__offensive
208,i am lactose and hoe nigga tolerant,__label__offensive
2710,      kissin small lips is trash lol  yessssss,__label__non_offensive
1850,      bitch nigga lol,__label__offensive
3687,if i do not like that hoe i turn her ass into a frisbee,__label__offensive
559,  cute but i love her yellow raincoat the most the contrast with thatampher hair looks so cute p i love her face in your icon,__label__non_offensive
4392,omg 9 more days  in exactly a week i will be in vegas bitches    httptcoq1uhzepiyw,__label__offensive
3781,where would me life be without god and   i would probably be living in a trash can haha ,__label__non_offensive
1477,  bitch im mad at you for slapping me  ,__label__offensive
346,    i feel a lot of ppl trash talking indie for all sounding the same but i think any genre you are not v into tends to sound th  ,__label__non_offensive
751,  no i bitch and moan not tears,__label__offensive
1172,my nigguh,__label__offensive
544,throw a rager on your sweet 16 and everybody bring you presents and cards to my crib bitch you grandma even bought you bday cake ova here,__label__offensive
518,    damn near in love with all them hoes when i am with em,__label__offensive
3515,        let us go pick up dat bitch she only 10 dollars lol hml brogod,__label__offensive
1514,aint it time for you hoes to get out of here lol this is what arianas mom says to us,__label__offensive
813,        shut up bitch everyones perfect the way they are,__label__offensive
967,republicans are not the only racist in america we have racist democrats too but do not play the token negro card httptcoft5c4yhrag,__label__non_offensive
3216,todays spy ops   sexy smooth soles they would feel good on shaft and balls love the grass stains on the other  httptcoj0kcejqd0j,__label__offensive
2504,  these catfish hoes thinkin they slick but niggas catching on  ,__label__offensive
719,i be drippin in so much damn sauce got bitches ready to lick it off  ,__label__offensive
1238,    how bad u want something is meaningless if how bad you are willing to work for the thing u want is not 10xs as intense as ho ,__label__non_offensive
3956,they did not lose the city red sox fans are bandwagon fans just like yankee fan  ,__label__non_offensive
3954,  bitch i ainn hiden i go str8 to class my teacher lame af,__label__offensive
2715,thats some hoe shit doe,__label__offensive
968,country music and rap music both talk about the same basic shit repetitively carstrucks bitcheswomen beerdrugs guns lol,__label__offensive
1265,  just facetime doms bitch ass,__label__offensive
2400,      how you fucc for cash but u not a hoe  and how i am going to respect u if your poccets broke nip ,__label__offensive
4275,    guy send me a pic of your pussy girl ok sends pic of pussyguy holy shit what dafuq i wanted to see the cat,__label__offensive
167,fuck a opp thot we will shoot a bitch,__label__offensive
4168,come on man     oreo needs to chill     you know about these   good or nah httptcomw9qxg3vfw,__label__non_offensive
3332,eagles fans will always be annoying faggots,__label__offensive
3519,why these hoes always tryna be bitches do not they know that hoes cannot be bitches cause they hoes  ,__label__offensive
4472,  wassup twitter   httptcornetkfxm7f  wassup bitch ,__label__offensive
1754,does it bother anyone else that the planet of the apes timeline makes no sense,__label__non_offensive
1944,    john kerry caught appearing to mock israel    operation in gaza  httptco3yqfr9lzsr     httptco ,__label__non_offensive
329,    both you bitches go to sleep,__label__offensive
822,  my niggah,__label__offensive
1023,    first off you just a hoe if you can have sex with a man amp not have any feelings for him,__label__offensive
592,  remember this bro     httptcorauruw7my6  do not show people this  ,__label__offensive
4359,    chinas bird flu outbreak 3 good signs 3 bad signs and 3 very bad signs httptcov3n67gs5mw,__label__non_offensive
3857,    best friend being a hoe yaaas hunty hoe it up slaaaayystranger being a hoe you are so trashy you are what is wrong wit ,__label__offensive
2292,women use niggas all the time for monetary purposes and gain if a bitch wanna buy me some sneakers i aint turning shit down,__label__offensive
318,i hate ghetto bitches with a passion,__label__offensive
2601,    pussy this pussy that,__label__offensive
3060,eat so much pussy that my mustache pink  ,__label__offensive
3676,  bitch what i did show up then i tweeteddm texted then called u and i asked u were tryna meet up bitch ur fucking weak,__label__offensive
2797,cam newton is such a pussy he needs to grow up and learn he is not a hotshot any more,__label__offensive
4487,  pussy,__label__offensive
4554,lil bitch,__label__offensive
2652,    charlie rose can you coexist with israel meshal not as occupiers after that national consensus will decide not ha ,__label__non_offensive
3684,    conan obrien mocks the new call of duty game while getting killed repeatedly httptcogfcsarhtjt,__label__non_offensive
3322,bitch really changed her  name haha it is not that serious beyonce fans have too much time on their hands waiting in that welfare office,__label__offensive
2904,    we all know a double faced bitch named madison,__label__offensive
2843,    yeah i checked my connection i have fucking wifi did you check if you were being a lil bitch nigga httptco0kvf0rewjd,__label__offensive
788,on my way to fuck your bitch httptcoxidfepyyie,__label__offensive
4451,started wit hanna montana hoes now im fuckin all of nick cannon hoes,__label__offensive
1722,  blaxican,__label__non_offensive
2869,this fat bitch got all huffy cause she took too long to make her turn so i took it so she mouthed off to me   ,__label__offensive
3234,my bitch bad piece yo bitch got bad feet  ,__label__offensive
3495,whops   yardie go smoke a blunt and tell a nigga to come through you are stressed,__label__offensive
2818,  gucci mane in jail and dropping mixtapes every month and you hoes cannot even text back,__label__offensive
1495,    trassshhh     them 13s that come out this weekend so trash,__label__non_offensive
3649,  your mouthyour pussyyour assmy dickand a sandwich after we fuckwhat kinda question is that,__label__offensive
2242,  raspy ass voice annoying bitch,__label__offensive
1907,    when ya broke only real bitches stick around,__label__offensive
2024,eff it let us go after the cripple  you have to see wendy davis new attack ad video httptcowapbchhuru,__label__non_offensive
4219,how you gone wife a bitch that let niggas lick on her head in public,__label__offensive
1670,    12 lava cakes bitches  ,__label__offensive
1316,you got niggas and i got bitchespa ynextdoor aint never lied,__label__offensive
2850,    httptcoqmhkkqh8hg  in the yellow is rock hard,__label__offensive
1353,    dese bitches aint shit i get em high and feed em dick,__label__offensive
777,y rick such a weak hoe n this season not a good look fam,__label__offensive
2321,    you all hoes and you all plastic ass bodies maaaaan smh,__label__offensive
3036,any person that puts anybody elses business out there for whatever reason is a bitch,__label__offensive
12,    i swear a yung nigga use to wanna be a heartbreak kid     shawn micheals amp razor ramon both had bitches,__label__offensive
3868,    how bitch how  httptcofcqfdki4zn,__label__offensive
4594,    nigga stop being a bitch and come to the high school you already said yes,__label__offensive
2570,i would rather have a flat bitch then a bitch who cheats ,__label__offensive
3616,    victoria  real secretfive nipples and a sideways vagina,__label__offensive
2438,who is baby is dat who is da man dat did dat 2 u gators bitches best be using jimmys,__label__offensive
1509,    we all need to be awarethat is there is alot more going on in this world than ya will flagrant asses care to know abo ,__label__offensive
3380,you a pussy hoe until you give me pussy hoe,__label__offensive
1414,    when some bitch flirts with bae httptcovddth2mq1i,__label__offensive
1458,all i ask for is love n loyalty  nothing else no arguing over other bitchesniggas  no he say she say  no social media bs just love,__label__offensive
166,    the day i have clear skin will be the day i am the happiest cockiest bitch alive,__label__offensive
1122,hahaha my girl just popped on a bitch like a molly haha,__label__offensive
4588,  dont be a bitch smh,__label__offensive
999,more disability bigotry from the left           how can you defend palin and her retards,__label__offensive
3068,how can i not take my style back from niccas when niccas was taking my style way beforepreach      ,__label__offensive
230,  bitches love sosa  ,__label__offensive
3259,fucking hate ghetto girls bruh,__label__offensive
3493,       not playen that side niggah shit with mine  ,__label__offensive
120,  bitch slap that assholewith a chair,__label__offensive
2224,mother b is such a bitch ,__label__offensive
900,like baathists before them   amp al qaeda supporters rivalry is as absurd as their cause  battling for who is the more authentic jihadi,__label__non_offensive
4329,  who do you think i am bitch,__label__offensive
924,i be teaching bitches how to clear the bong mon,__label__offensive
2436,    yea but who gets more bitches grandma,__label__offensive
2521,    no i aint no bitch amp no i aint no snitch,__label__offensive
4376,these bitches act local and think global,__label__offensive
1536,    jihadiinchief hussein urges restraint in fighting islamic butchers  we should be nice to isiswe might hurt ,__label__non_offensive
557,    you hoes aint worth losing sleep over,__label__offensive
97,if anyone reviews a 5 game loan player you are a cunt shouldnt be doing 5 game reviews especially at the start of fifa,__label__offensive
1314,let niggas hate bitches loving it,__label__offensive
36,  but you were too busy being a raging bitch and not caring that your best friend was going through hell so there is my punch  ,__label__offensive
1366,      all of kate uptons leaked nudes today amp more   httptcobw7lda56mi httptcoswztntfdgn  bitch lo ,__label__non_offensive
3375,    im a boss ass bitch    ,__label__offensive
403,  trenton gossman is the sexiest hillbilly i have ever seen   ,__label__offensive
2495,  last year i had to explain why queer theory is the acceptable academic term,__label__non_offensive
4334,butt chug 4lokos or nah,__label__offensive
1989,our female guinea pig is pregnant  ,__label__non_offensive
753,not my fault yo bitch wanna flip me,__label__offensive
569,  mhmm tweet bird  ,__label__non_offensive
3637,  ya nigs out there still saying you all do not eat butt with a straight face,__label__offensive
4151,      hella bored doing laundry like a bitch  i sincerely hate your soul ,__label__offensive
3698,what a hoe,__label__offensive
1226,        love hbirds used to feed them when i lived in wa state hv them on mtn in sore,__label__non_offensive
4069,  this dude a fucking legend bruh fuck her right in the pussy lmao httptcogfyrq2vfyz  true legendfuck her right in the pussy,__label__offensive
724,i reblogged them to mock her god bless,__label__non_offensive
4489,    you know my motto it aint tricking if she is worth it but fuck first trick later depending on the potency of the pussy,__label__offensive
4435,  call him a pussy as he should,__label__offensive
708,    just took electric stim to my pussy eeek back on   in 5 mins httptco41apcwsmqn,__label__offensive
3159,  your rhyming is ghetto,__label__offensive
146,    mane the skinny bitches was playin lol i had too take my weight class too another level   ,__label__offensive
3760,    my uncle taught me abt sex he said the birds fuck the bees then he told me he banged a girl so hard her freckles c ,__label__offensive
2247,    i am convinced that some of you all bitches get pregnant purposely because birth control amp plan b pills are effective  ,__label__offensive
2834,      fat bitch what is her   httptcoizgkpcqio0 ,__label__offensive
3273, leo apolonio look this niggah did a drive by on the bike httptco3niswlpnec,__label__offensive
859,  that is like what some trailer trash chick would name their cat ,__label__offensive
4372,this bitch lying to me  ,__label__offensive
2589,how he move in a room full of nos how he stay faithful in a room full of hoes,__label__offensive
3588,the devils been sending his workers to get at me lately pussy fuck boy try harder cannot letem throw me off my 1 2ssss,__label__offensive
728,i am back bitch,__label__offensive
1822,saw a vine of kobe calling dwight howard you a bitch ass nigga,__label__offensive
3932,one of the great treasures of living in san diego is ready access to mexican twinkies made with real sugar and mexican coca cola,__label__non_offensive
3146,gimme another beer bitch,__label__offensive
778,why are   so interested in saving people who are muslim does syria have oil  ,__label__offensive
3884,    my   i learn the english from that jabroni big bird but i break his fucking neck httptcovdpiq8zuxo httptco4 ,__label__offensive
2223,not us bitches  ,__label__offensive
1824,danny brown better put out more music before he ods that dude is out his fuckin bird,__label__offensive
4617,      on mammas ig aint ready for ma    i got sum bad bitches up ma sleeve boi lol magician ass nigga lmao,__label__offensive
366,      you a sucka hoesucka hoe im succsess,__label__offensive
1655,    sike nah   that bitch be havin me buggin,__label__offensive
1232,even these pretty bitches mad self conscious if that instagram pic do not get enuff love it gets  ,__label__offensive
3292,so my daughter seen charlie villanueva questions on 1000  ,__label__non_offensive
3214,face only yo bitch could love httptcoockxaythak,__label__offensive
2990,this is for all the fans that waited the bitch niggas that hated  old hoes we dated look mama we  httptcosnry6a7vyb,__label__offensive
114,      i just do not wanna get looked at funny when i say nigger in public,__label__offensive
4414,  fuck a bad bitch id rather have a good girl who is a freak just for me 1010 times  ,__label__offensive
3470,a wise man once said damn i hate a bitch that like to argue nd shit,__label__offensive
2968,  cause i did not wanna see your bitch ass,__label__offensive
4365,only a broke nigga gonna settle for a broke bitch,__label__offensive
4080,spring breakkkk bitches  ,__label__offensive
4277,  been watching madea plays every night   ass bitches,__label__offensive
1300,    aurora is more ghetto then the bellos  ,__label__non_offensive
1635,besides my sisters this is one of two bitches you will always catch me with httptcofxzycvvnpq,__label__offensive
1578,the only thing about niccas is they be followers smh  be ya self everyone else is taken,__label__offensive
3288,it is almost christmas charlie brown,__label__non_offensive
2375,  bitch caught a body about a week ago everybody catching bullet holes,__label__offensive
3340,why u being such a little bitch chris you aint six bitch  allisons mom,__label__offensive
4164,    these bitches lonely     females in michigan are like those seagulls from finding nemo when it comes to d ,__label__offensive
3105,  im on that hoe now,__label__offensive
3599,  she made fun of a suicide attempt mellie aint that bitch to fuck with this season,__label__offensive
154,  article is flawed took my first chp with brpd was well done even had 2 ghetto gals with a jammy hipurnt 9 but well done,__label__offensive
3707,  oh u can dog her out but do not show that hoe no love if u doing it with ya ol lady,__label__offensive
1072,  lol i do not got nothin against nobody witta man i am just sayin summa these hoes be lyingggggg,__label__offensive
2150,i have to hide these bitches or my sister gets them and eats all of them  ,__label__offensive
3822,  that hoe over there,__label__offensive
2015,  what happened to going fishing bitch,__label__offensive
256,the dean a hoe how she fucked home and his bro,__label__offensive
1399,    should not be at the club     i done been in the club and saw bitches reject a dance because they had a man as  ,__label__offensive
4200,dating you would be like darnell dating that fatal attraction bitch brandy lol,__label__offensive
300,sundays are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league,__label__non_offensive
3605,  would last 15mins if they let the president talk all that standing up clapping is for the birds,__label__non_offensive
4075,  pussy,__label__offensive
4517,  they are all idiots except kourt the rest are just slutty ass bitches,__label__offensive
4639,    started off with a ozend up riding fo deeppull up to that club like muthaufckin ho you do not know me ,__label__offensive
464,please tell this bitch i am subbin her ik one of you faggs on here fuck with those lames shit i am blocked or i would lol,__label__offensive
4508,  he jus need to go to brazil get himself a bad brazilian bitch and jus relax,__label__offensive
62,          how ghetto girls pronounce there names i could cry right now oh my god httpstcozycuodiwkz ,__label__offensive
3225,    need to start mcbob because williams only shoot let him play with bird,__label__non_offensive
2004,my name is bryanna you can find me at   i am the baddest bitch you you will meet because everybody wants to be me ,__label__offensive
280,if you are having girl problems i feel bad for you son i got 99 problems but a bitch aint one ,__label__offensive
819,  oh my phone is some trash but you knew that,__label__non_offensive
1140,fuck all that talking bitch y u got my name in to mouth,__label__offensive
2160,  two trash ass passes you know damn well you saw it too on 2nd and 3rd down before santos won the game,__label__offensive
2751,    it is annoying when ppl follow to unfollow like bitch i was trying to be considerate  ,__label__offensive
6,    dc fri 13 bengali harlem amp lost histories south asian am readingconvo   14th st cc     ,__label__non_offensive
3427,the baddest bitch is back on chestnut    ,__label__offensive
3737,how you livin hoe,__label__offensive
45,cannot stand when i see a female just get out of relationship amp 2 days later their talking to another guy  hoes gonna be hoes smh,__label__offensive
427,superman your ho eyyyy,__label__offensive
3872,low info people are pissed oh no dumb fucks race baiting bitches,__label__offensive
1362,niggas retarded lol,__label__offensive
3323,    so i see no ones participating in the twitter purge    ,__label__offensive
2764,oh hell yeah lol       you know that nicca injury prone,__label__offensive
3454,      this bitch think look like rihanna    httptcoo7q3cmdpnt,__label__offensive
3049,so to my old hoesso to my new hoes,__label__offensive
1825,let us play what will the ghetto white girl with neck tattoos in front of me buyif you answered cigarillosyou have seen this episode b4,__label__non_offensive
4618,        yeah texans are so much better you fucking retard,__label__offensive
2051,    choke on this bitch 8 ,__label__offensive
4518,  bitch music,__label__offensive
205,    joey badass said traded in my nikes for a new mic i guess it is safe to say he sold his soles for a new life,__label__non_offensive
3501,    no one wants an ugly nigga so you have got him all to yourself no more stressing over hoes  lt  lies ,__label__offensive
3231,    how many bitches have actually gone to the club in a mini skirt amp js on  ,__label__offensive
1974,these bitches dont want no boyfriend  they want a pimp,__label__offensive
955,    anyone bring in a monkey,__label__non_offensive
4053,chop the top on the porsche that is a headless horse  extendo long as an extension cord bitch i ball like jordan and i play full court,__label__offensive
1761,  anybody that gets traded straight up for brandon knight is trash   ,__label__offensive
1515,  have heard hillbilly grousings that bugs much worse in the kv since mic shut down,__label__non_offensive
2248,bobby bitchgthot nigga,__label__offensive
3423,      win kc with a 20 blanking of the yankees to take the series in the bronx  ,__label__non_offensive
664,  i never get on twitter but when i do i get in bitch fights with niggas not even females bruh  httptcokf6pxgkjxr,__label__offensive
3972,  if you got netflix watch fresh that hoe live  from now on my name is chuck e i am not chuckie no more  ,__label__offensive
30,        the xbox one would be so much cooler if they put a bird on it,__label__non_offensive
1560,    he has one called pussy pop i think it is for cats,__label__offensive
2618, this niggah kevin hart could not sit down lmaoooooooooooo my niggah my niggah  ,__label__offensive
2380,niggas hate me cuz they know im a threat to them amp they bitches,__label__offensive
2863,what a dirty girl haha         httptco7yaydate,__label__offensive
2875,    i heard you wit that bitch that everybodyyyyy fuckingggggg,__label__offensive
2927,  hopefully not back in da ghetto,__label__non_offensive
4142,  go on craigslist bitches be on there  ,__label__offensive
917,i picked welbeck for my team i have to be some kind of cunt yes,__label__offensive
1104,thirsty ass bitches shit dat ion like,__label__offensive
762,why cant girls just admit that they want the dick as much as us guys want the pussy human nature duhh,__label__offensive
584,    ima get this so every time i throw trash away its where it really belongs httptcodrgbekvzun,__label__non_offensive
3513,      you can be skinny and still be ugly stop acting like being thin is beautiful dumb bitch    ,__label__offensive
2723,sometimes you gotta settle for an average lookin bitch wit a good personality just to prevent yourself from gettin cheated on,__label__offensive
4401,hugs or kisses   hugs it gives you a warm fuzzy feeling httptcohry3svlwgs,__label__non_offensive
2681,nooo not sailor moon and squad in the club w all my bitches lookin good httpstcos6yj748if1,__label__offensive
4510,handicap sticker bitch i park where i want,__label__offensive
3503,    them hoes come them hoes go it is a revolving cycle  ,__label__offensive
54,  thought retard,__label__offensive
697,    a mexican bitch better win the crown  ,__label__offensive
3976,a bitch who cannot ride dick is useless,__label__offensive
200,tell me why nick cannon bout to invite wiz to wildn out an hit him wit the i fucked your bitch diss haha,__label__offensive
239,  find one where be beat nathan moons head into the ice too ol andrew is straight trash as far as hockey,__label__non_offensive
3876,  this is my female grand champion jesse she heard a bird outside httptco1oinieej9c,__label__non_offensive
2946,93 feature car1 of 1503 yellow and black feature car buck tag is on the radiator support 673xx miles httptco1nknfzqbo9,__label__non_offensive
898,  you just ugly af stick to one rt   this new avi trash or nah  httptco761mk9zkci,__label__offensive
883,never messed with a hoe that went to jail unless i did not know her last name,__label__offensive
374,    white girls if your black boyfriend does not call you shawty then bitch you aint that special,__label__offensive
2392,    messi refused to be subbed off are you kidding me so they took off neymar you little hobbit diva bitch,__label__offensive
1709,bad bitches only,__label__offensive
3338,  get that degree first bitch,__label__offensive
4553,never let a boy make you feel like you are anything less than a bad bitch,__label__offensive
4297,  my dad wanted me to twat him  ,__label__offensive
1468,a1 bricks in this bitch we in gucci house,__label__offensive
1728,i aint a killer but do not push me revenge is like the sweetest joy next to getting pussy,__label__offensive
4223,im back bitches,__label__offensive
3498,    bitch i got plans to fuck tonight i said friday nigga,__label__offensive
3844,she make me wanna take things slow but i cannot even trust a hoe,__label__offensive
2527,    just annouced to my hoes who i am drafting first round for cuffing season httptcoo1a0oqaxut,__label__offensive
659,i called in to work n bitch said they might not want me to go back,__label__offensive
2271,nigga was sweating like a guilty preacher in that bitch,__label__offensive
1055,    i wonder how many of you all hoes got homegrown sex tapes online and uoeno,__label__offensive
3580,i want all my hoes back,__label__offensive
1486,    my iphone has 2 million times the storage of the 1969 apollo 11 spacecraft computer they went to the moon i throw bird ,__label__non_offensive
3027,studying for this bio test like a hoe  ,__label__offensive
1152,    commie amp  mints     f  this faggot commie httptcolnqnpchcia,__label__offensive
1814,i am sorry i fucked yo bitch but she really dig a nigga  ,__label__offensive
1116,i do not want sex bitch i only want ya neck bitch lol,__label__offensive
1176,    where are they now fads doc martens enjoying anal sex girbaud posers wiggers fake bangers now accountantsjncos domin ,__label__offensive
3640,    awww dis sellout nigguh still talking,__label__offensive
1626,have you heard   shit featuring chasedadoeromeand the boy big  by joseph chase rinche on   httpstcooogna1zncr,__label__offensive
3816,  awwww do not be a pussy ill show u was good with that turbo lol,__label__offensive
4152,    alex rodriguez you lucky only the ryan dempster hit you i going to get my camel to break your neck you son of a bitch,__label__offensive
302,really out here tho bitch httptco0s8phidlge,__label__offensive
1428,  i hope you get better soon colds are for the birds,__label__non_offensive
327,ebhgjhbgjbejfb i saw thisach websingle xxxxx8898 marylandunempinsand was like some bitch named mary landunem stole my money,__label__offensive
4445,  because you are a weak bitch listen to cruel hand because the singer fell on face last night,__label__offensive
4336,tell a bitch gtfo my face fa no reason,__label__offensive
1886,these bitches think they know snap ha bitch i am snap,__label__offensive
2152,cuh this is our scrum        we are finna smash some bitches    httptco6vufvao2ek,__label__offensive
1620,      lol naw that bitch was just a sociopath,__label__offensive
2586,    bored as hell shoulda answered my phone calls bitch  i rather be bored,__label__offensive
2451,so just chill hoe,__label__offensive
